mrr@5,mrr@10,mrr@20,mrr@50,ndcg@5,ndcg@10,ndcg@20,ndcg@50,hit@5,hit@10,hit@20,hit@50,recall@5,recall@10,recall@20,recall@50
0.1033,0.1085,0.1115,0.1135,0.1167,0.1294,0.1403,0.1526,0.1571,0.1963,0.2396,0.3011,0.1571,0.1963,0.2396,0.3011
